wayland 1.24.0-1
wayland-protocols 1.46-1
wayland-utils 1.3.0-1
webkit2gtk 2.50.3-1
webkit2gtk-4.1 2.50.3-1
webrtc-audio-processing-1 1.3-5
weston 14.0.2-2
wget 1.25.0-3
which 2.23-1
wildmidi 0.4.6-1
wine-gecko 2.47.4-2
wine-mono 10.3.0-1
wine32 10.20-1
winetricks 20250102-1
wireless-regdb 2025.10.07-1
wireplumber 0.5.12-1
woff2 1.0.2-6
wolfssl 5.8.4-1
wpa_supplicant 2:2.11-3
wxwidgets-common 3.2.9-3
wxwidgets-gtk3 3.2.9-3
x264 3:0.165.r3222.b35605a-2
x265 4.1-1
xapian-core 1:1.4.29-1
xapp 3.2.0-0
xapp-symbolic-icons 1.0.6-1
xautomation 1.09-6
xcb-proto 1.17.0-3
xcb-util 0.4.1-2
xcb-util-cursor 0.1.6-1
xcb-util-errors 1.0.1-2
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xdg-dbus-proxy 0.1.6-1
xdg-desktop-portal 1.20.3-2
xdg-desktop-portal-gtk 1.15.3-1
xdg-desktop-portal-kde 6.5.4-1
xdg-user-dirs 0.19-2
xdg-utils 1.2.1-2
xdotool 3.20211022.1-2
xerces-c 3.3.0-3
xf86-input-elographics 1.4.4-1
xf86-input-evdev 2.11.0-1
xf86-input-libinput 1.5.0-1
xf86-input-void 1.4.2-2
xf86-video-amdgpu 25.0.0-1
xf86-video-ati 1:22.0.0-2
xf86-video-intel 1:2.99.917+939+g4a64400e-1
xf86-video-nouveau 1.0.18-1
xfconf 4.20.0-2
xfsprogs 6.17.0-2
xkeyboard-config 2.46-1
xl2tpd 1.3.19-1
xmlsec 1.3.9-1
xmousepasteblock-git 1.4.r0.gc4ee870-1
xorg-fonts-encodings 1.1.0-1
xorg-mkfontscale 1.2.3-1
xorg-server 21.1.21-1
xorg-server-common 21.1.21-1
xorg-setxkbmap 1.3.4-2
xorg-twm 1.0.13.1-1
xorg-xauth 1.1.4-1
xorg-xdpyinfo 1.4.0-1
xorg-xhost 1.0.10-1
xorg-xinit 1.4.4-1
xorg-xkbcomp 1.5.0-1
xorg-xkill 1.0.6-2
xorg-xmessage 1.0.7-1
xorg-xmodmap 1.0.11-2
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.3-1
xorg-xrdb 1.2.2-2
xorg-xset 1.2.5-2
xorg-xwayland 24.1.9-1
xorg-xwininfo 1.1.6-2
xorgproto 2024.1-2
xsettingsd 1.0.2-3
xvidcore 1.3.7-3
xwayland-run 0.0.4-4
xxhash 0.8.3-1
xz 5.8.1-1
yad 14.2-1
yakuake 25.12.0-1
yaml-cpp 0.8.0-2
yay 12.5.3-1
yt-dlp 2025.12.08-1
z3 4.15.1-1
zbar 0.23.93-4
zenity 4.2.1-1
zeromq 4.3.5-2
zimg 3.0.6-1
zix 0.8.0-1
zlib 1:1.3.1-2
zlib-ng 2.3.2-1
zsh 5.9-5
zsh-autosuggestions 0.7.1-1
zsh-completions 0.35.0-3
zsh-history-substring-search 1.1.0-2
zsh-syntax-highlighting 0.8.0-1
zsh-theme-powerlevel10k 1.20.15-1
zstd 1.5.7-2
zvbi 0.2.44-1
zxing-cpp 2.3.0-5
